item,category
68031,6261
42346,6261
74755,6261
70443,6261
17498,7297
63314,6261
24243,6857
48813,6261
2666,7297
51849,4280
59388,4284
72415,278
32100,7297
35970,6261
74375,6261
56716,6736
78272,4281
46383,6426
51385,6426
35064,6426
66280,6261
73779,6261
31075,4282
66602,6261
64517,4282
19572,7548
69931,7548
77450,4520
64605,826
11297,7548
72122,624
1529,9455
8869,7548
61961,4520
11591,7814
11218,7548
29285,7548
15524,7548
49342,7548
16911,7548
39681,7548
16580,6711
3959,7548
39965,7548
14758,704
47778,4281
62992,4292
11819,6261
64335,4281
37310,6261
78199,6261
23407,6261
60397,4280
60753,6261
8550,4283
56544,6426
40815,6554
60774,6736
42519,6427
68729,6300
51998,6300
39002,6300
74810,6300
64021,2254
37985,6300
6991,562
31656,562
77022,6300
61444,2254
45493,6300
49516,6512
32132,6427
81830,6300
7557,11406
54694,1665
7913,4290
12013,11406
54064,1665
56307,1244
65106,1665
42849,11406
16751,11406
37569,1244
16208,10489
63307,1665
67280,4281
16251,11406
69949,4284
6400,201
57374,7208
7031,1157
26752,5172
78919,4520
70632,4520
11632,5281
61276,1157
37882,6711
16181,6711
25907,5751
56834,1665
3898,5263
21832,6261
32116,6255
30176,6261
30119,6261
69818,6255
62810,4292
47629,6261
59425,6261
78262,6261
43540,6261
78872,6261
563,6261
72136,6261
57959,6261
54761,6261
31480,6255
53526,6255
63760,6261
37125,4284
84073,4284
66214,1665
80783,8113
84090,4284
61639,4281
56474,4284
71833,4284
76621,4281
67682,4284
36806,4284
41464,4284
74577,4284
7976,123
69384,4281
71560,4288
77399,6183
80544,4288
56332,4288
8885,4288
6834,4288
57444,4282
44746,6183
49615,4288
9076,4282
40064,4288
25359,6519
35793,6736
60422,6519
7628,1665
55212,6519
40126,6519
18165,843
5679,4267
71831,4520
83036,4282
63546,1665
34201,2252
74340,1665
35010,6736
78231,6736
19109,392
78992,6736
62787,4520
80655,6519
74742,6261
62378,4520
64763,4288
52807,6261
70746,6261
54347,6261
3026,4384
82228,6261
7466,6426
57807,4520
64434,251
63523,4282
73894,4283
71340,4281
63156,4283
68202,4283
55239,4283
80763,6250
42920,4521
79397,4283
69685,4520
74182,1665
53161,4520
46820,4283
56789,6421
80894,4283
79365,1665
84748,4283
74312,6261
61104,6261
28659,4385
72477,4520
16785,6177
55333,6261
74756,6261
52624,4520
21118,6551
44534,4385
69080,4281
74590,1665
51401,1665
1578,6261
64693,6261
27320,1665
57448,4284
25092,4281
37821,4284
76859,1665
41153,5539
60040,6261
29186,4284
59638,4281
50362,6261
53006,6261
67665,6261
59998,4281
47237,6261
39569,4281
22594,4284
35253,4520
70,133
213,133
19128,2434
74393,6426
151,133
20829,4419
2182,4553
2396,133
85487,6206
13004,9784
30690,4419
56244,6426
69333,824
60933,6801
17223,1518
37462,1518
24239,1518
75214,6407
3822,1518
77415,6453
74257,824
49736,1518
17077,1518
45111,4284
80867,4282
63117,6261
67656,4520
4775,6421
57981,6261
79308,4282
39534,6421
76920,6261
48974,6261
56829,6426
62553,4281
3021,6421
74894,4520
29458,4284
54520,4281
10923,739
14180,10984
45036,4281
14760,4279
74794,10984
36715,4281
68327,4281
3600,841
53724,6427
662,739
84458,1665
82294,4520
84481,4520
77308,4520
68352,1665
61296,4520
57933,6261
72337,6261
17880,7339
73247,4520
34343,1665
60264,4520
76947,4520
38620,6261
20577,6412
57462,562
61487,6261
47198,6421
32559,6736
71396,6261
59932,6412
50939,5954
23210,5954
50738,6421
52431,6407
16237,6250
3100,6412
28788,6412
75015,6261
5235,811
74211,562
38620,6261
63058,6421
48086,6261
51188,4284
59053,6261
54957,9598
64557,562
18950,10917
34689,9758
79588,9633
40984,562
12595,9599
66428,4532
14382,4732
11721,9599
2545,910
42575,6426
82394,6426
2444,6426
67308,856
38247,6426
68302,6426
67518,6152
6461,6152
78869,6152
65543,6426
79425,6426
47710,6426
49977,6426
72147,4282
43079,4281
40569,4282
74386,4281
19343,4282
68356,1665
59321,4281
35639,1665
54621,1665
53000,4281
70220,4282
84785,4282
44589,1665
45780,4284
22609,4282
58707,1665
31262,4284
76995,1665
40684,4282
73573,1665
68564,4281
46541,4281
24612,4284
58753,4521
55325,4282
30507,4282
57427,4521
10104,562
71831,4520
40940,4281
73842,4520
62682,4282
45538,5166
28706,562
45046,4281
58083,4281
18582,669
5257,8273
19896,11740
16399,2468
78379,4520
57191,4520
2913,531
15078,2468
5342,910
78071,6261
68326,4521
6753,11740
4263,7184
15086,7184
48404,4520
32449,7184
22315,2468
7900,11740
70902,2468
16977,7184
18633,11740
49926,2468
15147,7184
32653,6158
46382,6261
73258,6261
31488,748
71333,6261
59190,6261
48044,4283
76090,4283
36937,6158
71529,6261
24326,6158
36321,4279
77219,166
83262,4505
66445,6261
16391,6735
67412,6261
28537,4505
18804,6735
33526,4521
61055,6261
59875,10811
51140,6261
60753,6261
38133,6519
81250,6519
80122,6519
65767,6261
52354,6523
68662,5539
73320,6519
55616,6519
58980,6261
52591,6519
32477,4520
2729,11740
1632,6486
23167,6967
80850,4288
26452,4520
2979,4520
61801,6261
41947,10952
29406,6261
41493,4520
5345,4288
25336,6512
51759,6183
71813,6261
24350,4292
82671,6183
66415,4292
46424,4292
60123,4520
60573,6183
57906,4292
583,6509
33139,6261
78836,6183
23899,6512
54861,6512
56160,4520
82009,6512
55763,6512
65607,6183
11021,6509
44637,4292
81817,8071
31295,4292
32250,5467
70298,4520
78110,7184
80144,1665
5477,932
55595,6426
71097,4281
62979,6426
84029,6426
57321,6426
75961,6426
53087,6426
37556,6421
72065,4280
18149,6421
79048,6426
71610,6261
55684,4283
47424,6261
67004,6261
59860,6261
55149,1665
54621,1665
55550,6261
70558,2814
56154,6423
83855,6261
65287,6300
56968,6426
34079,6426
58855,6426
65891,4282
61935,6426
50159,1665
66082,4282
7500,7340
80363,6426
41751,6426
77623,6418
73995,1101
56647,6420
57854,11909
16191,4866
35897,6420
14854,6410
22600,6412
42254,7184
8428,6420
7083,6420
12792,6408
63654,278
5417,6254
18577,6408
4610,6420
11831,6418
11387,1101
62627,6420
21879,6418
51862,6410
13192,6407
44133,6418
18713,6418
79667,7341
13464,6251
14077,6255
48661,5953
14805,6338
59836,4520
26448,5953
36380,5953
65967,6261
58503,5953
44034,6261
26727,5953
22737,6261
53323,6426
46289,1665
33254,6261
10128,5953
21758,4520
55806,1665
75207,5953
39708,5953
63279,6261
15383,9841
37027,5953
50104,1665
26681,6261
33688,6261
80012,5957
21832,6261
70631,6261
51445,4520
41771,6426
54367,1665
48976,6300
78376,6300
66524,4520
20138,4520
23015,5954
56577,4520
54083,4520
52021,4520
39577,4280
60245,6261
47202,4281
32767,4281
78800,4281
52960,4280
48852,4284
81668,4280
41721,4280
55447,4281
25746,4280
77914,4281
27068,4281
75864,4281
18961,6064
84281,4280
83945,4384
46988,4384
68328,6300
4746,6055
6352,4384
36813,5510
76245,6300
54832,1665
28519,2406
34447,5510
36620,5957
14872,6292
57523,4287
54470,4287
27884,5957
77909,6806
31790,562
35889,4287
50604,6142
33941,5957
42276,5957
11842,5485
72274,385
14041,508
66049,4287
40088,508
12513,7341
75754,562
84888,4287
72697,549
17391,7341
11772,7341
82267,385
1149,7341
22340,1101
36649,385
60634,1101
28486,562
10491,4541
17179,4541
71204,7645
17174,5518
12667,7645
32042,4543
17610,4537
68250,7645
55218,4537
37253,4541
13828,4537
62984,6251
2437,5281
25999,877
64452,6251
65287,6300
36087,6300
18371,1157
4765,5281
6773,4521
30236,6300
46758,4288
56838,4292
59451,4292
81771,877
76315,6027
53560,669
74654,4520
74326,669
63699,669
41715,6407
68533,669
38080,6407
74446,6407
49647,669
74859,669
75214,6407
3957,669
32838,562
33571,562
14704,6421
28744,4282
51926,6300
9271,562
51367,562
35044,562
31493,562
5232,4282
44046,562
65443,10856
57792,562
55794,4282
37883,4283
57328,6261
28188,4520
20897,4280
59190,6261
80950,6426
26363,6423
54141,6421
45124,6261
42069,4282
31109,562
43264,6261
13311,6423
29470,4284
65789,6152
61799,6261
17605,5330
14398,6949
51300,6564
47109,11156
5190,11156
10989,11152
13757,5932
78454,11156
53882,470
44326,822
17086,11156
43865,5328
57290,4281
41615,3787
20964,9687
69522,6426
57455,4282
39181,1665
71301,6261
52783,6426
31251,3787
74524,6261
56997,4284
58492,1665
47261,6261
82580,6261
45982,4282
67749,6261
79910,6261
76031,6261
42822,6261
76514,6261
53006,6261
68185,6261
39071,6261
26638,8111
49318,4282
69676,4281
63639,7340
65415,8111
62813,4282
32318,8111
22422,8111
44741,8111
7186,8111
41186,4281
36493,5467
85264,4521
66252,4520
58340,4284
36619,5953
60438,5953
30394,5953
50687,5953
35519,5953
67894,6066
53680,4285
43539,5953
51022,5953
32788,5953
48311,10141
27709,11791
30199,1535
41075,4301
37048,4301
32351,4301
19114,5920
3071,7607
51898,5920
73359,562
41499,11791
9660,4301
41133,5920
57875,6426
48632,4292
19665,1616
79464,4292
15656,1616
34943,4292
45092,4292
69290,4292
11261,10579
73773,4292
22426,1616
3890,10579
51682,4292
19324,8113
76068,8111
78405,6261
54878,6246
1754,8111
22188,8113
66332,8113
7770,8111
41439,8111
65441,8113
83036,4282
16567,8111
65415,8111
62359,6736
25691,11740
18491,1535
71228,6261
82004,6261
61139,6261
56099,6261
60102,6261
81986,4520
82552,6261
16456,5867
39554,4283
71684,1665
68750,1665
33646,6806
84400,6432
24736,1665
58870,4284
28965,4283
19444,4284
58238,4283
78495,4280
9274,6873
63832,4283
56831,4283
49394,4284
64324,1665
71725,4281
80144,1665
65359,4284
54621,1665
40456,4284
52842,4284
35490,1665
72929,1665
52696,1665
51876,6261
47949,6261
83328,6261
57161,6261
70760,6261
22610,1665
49309,4284
73494,4281
80838,1665
48982,6261
61821,2252
47271,6427
25988,492
53600,856
58155,6183
55744,4526
54739,6183
25940,492
65763,6427
57257,6183
48029,6183
2259,978
24871,6519
39073,6519
50334,856
40451,6427
36982,6183
54328,6183
66228,6427
46896,6183
36147,4520
15378,4768
70911,856
51565,4520
66571,1665
27185,7339
63730,1665
21498,4520
42966,7339
29083,4505
22518,7678
2217,4539
41910,6433
29356,7678
37557,4521
26480,4539
53572,8252
24389,7678
27674,11740
51630,7678
52778,7678
37566,5309
77811,278
32268,6252
61250,4280
63285,4288
63648,278
84261,278
63930,385
70568,4282
20649,8824
56944,448
54674,4281
76359,856
6024,4596
76211,856
62411,5166
33356,1244
51754,5166
31475,856
46966,4281
50473,6177
58158,856
39667,4281
72656,856
57260,4281
67308,856
52864,4281
35270,5166
56104,1027
40030,12031
84801,4281
65321,856
27402,856
57086,6735
44111,4290
49287,6735
9837,6736
19186,6735
34863,6735
83891,6735
42743,6735
62626,4569
38781,4290
683,6735
53015,6735
3310,6735
58764,6261
38153,6261
55270,6261
80365,4282
56985,4283
64866,4282
49942,6426
26117,4282
63796,6261
48316,4283
46249,5954
20736,347
68766,6300
9460,4520
30533,10706
17937,11448
75994,6300
33295,6152
71513,4520
50643,4288
37947,6300
75193,1665
72265,1665
64052,4521
52671,4280
77010,562
70602,562
68425,562
58900,1665
55082,6261
33913,1665
67557,1665
61041,5954
42779,4521
46341,4284
7530,6261
41330,4521
79770,4521
84035,4283
84224,4283
54347,6261
75686,4283
40468,6428
52121,562
27190,562
38220,4521
58982,4521
32820,4284
68966,4288
33982,562
73981,4283
78212,4521
36195,562
61954,4521
58224,4282
66007,1665
46192,562
54310,6261
25976,4282
76146,4521
52563,4281
79562,1665
83909,6261
72488,4288
24477,4521
82757,1665
72414,4521
84168,4521
32487,562
72787,6261
41361,4384
73785,1665
40874,4521
75627,4282
62971,4284
26280,4283
78410,6261
81667,6261
80442,1665
66051,4288
53807,4384
78262,6261
59431,6261
77124,4281
66147,6261
66312,6806
77817,1665
64819,1665
65953,6261
83090,6261
50671,6261
77535,6183
72113,6261
18937,6423
76951,6261
69586,4280
248,6929
31701,7214
8158,6929
50096,7340
20831,648
28779,6929
40730,6929
14863,6410
12299,7340
3788,7340
1808,6929
22661,7339
54679,4280
31295,4292
72727,5858
46103,5858
27945,932
19586,8517
21378,9784
55219,438
13184,5480
28908,4290
1360,811
9150,5166
52758,5858
31790,562
36341,123
10809,123
54664,1137
17798,7340
4004,6250
10608,811
67831,4292
66129,4423
18344,1154
29207,1154
34337,6254
59123,4423
70980,4292
58099,4292
68610,6261
47182,6261
51182,4280
49022,4520
32958,4280
40506,4288
36689,1665
40725,6261
70405,1665
58104,6261
33214,4280
51731,1665
79813,4280
20436,6261
31361,5957
49856,6261
67309,6261
48594,4281
23407,6261
78199,6261
53921,6261
47090,6261
61981,4281
30097,6261
72216,4281
62043,6261
31069,6261
38394,6261
71260,6261
49357,6261
45611,6261
64659,6261
55648,6736
54464,4280
69993,1665
1364,811
48745,4281
25694,4281
70381,4280
81256,1665
36348,4280
83007,278
29725,6736
63627,6261
31777,6735
58019,5932
69946,6261
83972,4282
65294,6735
82402,6735
39192,6735
22528,5953
32123,1665
13381,6735
68156,6261
75407,6735
26812,1665
683,6735
40439,4290
19889,6261
22293,5953
42824,4290
59699,4290
2626,562
76994,4520
48328,4521
69993,1665
58032,4283
55027,4520
34450,4384
35419,4520
76026,1665
57616,4520
59319,1665
23177,4384
45943,856
76297,4520
78076,1665
51439,4521
82562,4520
56118,4520
54816,4520
55557,562
76471,1665
37705,4520
58492,1665
49723,6421
42592,4520
70603,4282
37437,4520
15650,6421
75438,562
72739,1665
33302,1101
26757,1101
36983,1101
69080,4281
519,6245
71493,6261
40673,6251
33557,6251
68018,5467
74672,5467
62984,6251
63592,562
51806,6261
49109,6261
78897,6261
61399,4282
57473,6261
25566,6412
57703,4281
62698,562
36048,6261
69993,1665
65751,562
84788,4284
42826,562
66788,4282
49152,6261
48214,7146
4575,6172
28268,6952
76420,1665
41736,6426
11255,6426
74395,4520
70746,6261
62717,6952
33674,1665
42733,4282
74286,4288
64509,1665
8192,7214
73625,6426
71641,4526
26487,7146
54701,6183
45631,4281
14811,4745
3148,6168
51105,7146
5945,4745
36076,5467
41568,6185
53764,7146
26878,4288
61681,4280
68238,1665
73634,6261
81467,6261
27086,6261
36182,11798
65937,6261
82842,6261
72897,6261
65934,6261
10284,6261
81844,6261
40060,6261
16117,11797
71873,6261
42184,447
33643,5539
69812,4284
9560,4281
58623,4281
55859,6295
58083,4281
65829,4281
67147,562
53224,562
70859,4281
51781,6245
73668,4281
66991,4281
59894,1244
42879,5410
8277,877
76312,7146
55648,6736
18666,531
35100,6183
41004,7146
57244,1157
8132,531
53739,7146
27835,4749
20998,6736
25007,5410
83064,562
53677,4505
72482,4520
47773,4520
82892,6261
73290,6261
53194,6261
54855,6261
49152,6261
45632,4521
79677,1665
69981,6261
68716,6426
39571,4521
60403,1665
76859,1665
57478,6566
27509,6261
66602,6261
43014,4280
71529,6261
80071,4520
51016,1665
72618,6261
11314,2628
75856,4292
45913,6261
76587,4292
41629,4281
20769,5957
85164,1665
80144,1665
72345,4292
72986,1665
74233,6261
30281,2814
30060,5467
60029,6261
49677,5539
41754,4280
78656,4280
45126,7339
67551,4283
59195,7339
61906,4520
45991,4280
70211,6421
44893,4283
58908,7339
75700,4280
33774,6261
21240,4288
34818,4281
8015,4520
22686,4520
66647,4288
14214,4280
29598,4288
11722,4280
48733,4520
61714,4280
62859,4280
48721,4280
59060,6261
52796,4520
52780,4520
66771,4520
61260,6261
38997,6261
36653,6261
31967,4520
44833,6261
40352,6261
51225,4281
71877,6426
73429,6261
35451,1665
77048,6426
31692,7146
67034,7146
74034,6426
68024,1665
45720,4280
31233,6426
50485,6426
68871,1665
19636,6428
44418,6428
53144,6428
30233,6428
53889,6806
22918,6428
66802,6806
8731,6428
60666,6806
46206,6428
20081,6428
37286,6428
19180,6428
84515,6806
58846,6428
30313,6428
14786,6806
20679,6428
22350,6428
49487,6428
2381,6428
77710,6806
70183,6428
78516,6426
66080,4282
7737,6426
69027,4282
76573,4282
5959,8025
75214,6407
54986,6261
50806,6426
56140,4288
6011,1110
70402,6952
62813,4282
54304,4282
82528,4282
60618,6426
25476,6426
39813,6261
68964,6261
85108,6261
84726,4282
62570,4280
69993,1665
64107,6300
822,5920
52501,5271
55650,4281
70381,4280
82055,4520
84781,1665
32091,4281
79514,5436
85180,4282
19360,7681
27460,6143
34055,4283
62376,6261
46043,6181
44154,4281
54781,4283
44372,6261
66602,6261
85386,1665
48974,6261
56213,4282
8024,7681
79484,6261
49919,6261
67463,4520
49152,6261
53696,6261
79444,4520
66446,4281
75175,6261
48745,4281
6554,6421
10730,6421
39017,6421
80289,1665
60204,6421
25450,6427
44415,6421
21211,6421
57789,6426
72609,6426
12606,6421
17470,6421
48131,6421
47198,6421
6906,4284
46083,4281
3757,438
46422,2842
53365,4281
60544,4521
39939,4281
24781,8057
68369,4521
64927,4281
16717,8060
71780,6261
79643,6261
66742,6261
70786,6261
60391,6261
71431,6261
60184,6735
40078,6261
55741,6261
76578,6261
48749,6261
31364,4267
47676,6261
47397,6735
66897,6261
78335,6261
63867,4281
25199,6261
63537,6261
44278,6261
41407,6261
50634,6261
79619,4284
55330,4267
57650,6261
46412,6261
82134,562
64648,6261
47616,6261
66049,4287
48099,4281
29186,4284
73817,6261
1858,5920
18185,7339
37996,5920
46137,5920
75335,4280
70642,4281
54491,7339
53295,5920
49256,5920
51596,4281
23919,3787
26965,5920
26221,5920
53856,6422
67258,6407
29946,1665
36341,123
50782,4291
33976,10986
40153,6416
75369,6416
76121,6416
63930,385
44139,4282
48715,6255
47456,6427
50168,6427
16026,6427
53801,6423
76448,6426
71162,6426
66065,6427
48506,6427
75755,6426
67131,6426
56037,6426
21710,6427
50490,6423
70264,6427
49412,6426
64003,6426
2522,7210
54610,4280
43540,6261
8694,6261
65118,6261
4983,856
65485,6261
67695,6261
58146,856
52006,6261
76640,6261
42870,6261
12916,6261
55505,6261
84093,562
62610,562
55310,4287
11590,9728
66650,4769
80667,562
69015,562
66773,562
50667,856
38349,6183
65408,562
65751,562
80699,562
37816,6261
60171,562
48516,6183
79010,562
27042,4853
14662,5850
81849,2628
20561,1
27252,4853
62544,1
51622,6422
53392,5850
3036,5850
3275,10870
56713,4520
62811,4520
21291,6426
39240,6261
57402,6261
72590,6426
73615,1665
47773,4520
63634,4520
84730,4520
37205,6261
48992,6426
46917,4520
43582,6261
54970,4520
50141,4520
7705,6261
26062,4520
73583,4282
15932,6255
26442,1665
36771,4283
68315,6736
25300,4290
12397,4290
48577,4280
70767,4282
46874,1665
24615,9384
6254,4283
65002,4520
55610,9384
7624,4282
60386,5238
11441,4282
24682,9384
23356,562
38092,4280
39813,6261
7362,4283
36607,6261
37358,6423
55660,6261
61073,4283
21768,4283
52364,6261
39943,6426
60823,6261
28214,4283
64636,4282
43583,4283
18397,6952
54675,4520
26140,4283
74344,6423
41468,5954
55532,4283
39266,7146
26844,4283
81754,4520
7919,7184
58986,4282
70864,6152
5046,11791
10689,7184
45015,5406
69385,4280
11198,6055
58953,6261
55010,7209
49304,856
26295,856
69978,4520
54679,4280
38952,4280
60397,4280
47419,4292
69290,4292
3836,4292
62500,6261
65281,4284
25325,6554
40203,4292
56620,4292
74928,6261
71655,6261
71722,4280
33701,4281
64335,4281
70075,6261
50870,11156
6811,11162
33461,11138
32105,11151
42963,11151
48536,11151
32181,11151
17422,7869
14198,11134
1568,11134
17663,11152
57467,6564
74549,11151
16632,6564
24374,11151
28672,11151
64407,11152
5522,6564
906,11151
21125,11151
8070,6564
36007,11153
11456,11153
69214,6261
10803,6261
15145,4824
19419,6432
61393,6261
54416,6261
9219,6261
80618,6300
39277,6261
54604,6261
42708,6261
70219,6261
19271,6261
73146,6261
71960,4284
11265,6261
42395,5953
3919,7086
11730,5953
8890,5539
31886,7086
14317,7086
50884,6261
85317,4281
64373,4281
79420,4282
81744,4281
49407,4282
30234,11489
37425,1665
75308,4282
60665,4280
20881,7086
60597,9713
62358,4281
22157,4282
36088,5953
25264,4281
52390,4280
59213,4281
37561,11489
67549,4281
66539,4282
75556,4280
70209,1665
60458,4282
22032,5953
46289,1665
54651,6261
45547,5953
51507,6261
26799,6261
47424,6261
37202,6261
5582,7086
27039,4282
34250,9713
35508,6261
84742,4281
37731,1665
35200,7086
1814,6445
16299,7086
53387,6261
40974,1665
64121,4282
3604,5953
34384,6261
76338,4281
24979,6261
64174,562
9325,5953
8074,7086
49724,6261
46761,6261
47061,4280
51260,4284
22601,5953
37027,5953
32453,7086
726,6160
64765,1665
31310,5953
77690,6261
25781,4280
10325,6261
75233,1665
74176,4281
11555,5953
40557,6183
77630,4282
74045,4282
60318,4280
71339,6261
9984,10575
46598,9713
81556,4282
60569,1665
48899,1665
74524,6261
3920,7086
56472,5953
42874,1665
57939,4505
77554,4282
55493,4282
63945,4282
74224,4282
76539,4282
57215,4505
60159,4282
59998,4281
50408,4282
64787,6421
23070,4505
57197,4505
33342,11136
29503,5271
40202,5271
17922,6440
48068,5271
38158,4679
45164,6140
30541,4936
30208,4505
59323,5271
54673,5271
24605,4445
71334,4292
15242,6552
64451,6261
53465,4292
74149,4282
78961,4292
54962,4292
70110,6548
45976,6181
42911,4292
58986,4282
44637,4292
37263,4520
65693,7184
65308,4281
64760,7146
69363,4281
48654,7184
53876,6183
78110,7184
33001,4281
31582,4281
63474,1102
6435,6183
47775,5139
63173,4281
56204,6183
41636,4520
45592,4292
39359,4281
25801,4280
80912,6183
25725,5166
69834,4281
84336,1665
69541,6427
59746,856
31378,4284
69474,4283
45088,6423
51374,6427
40532,6427
54691,6427
56737,6427
36633,4283
30571,4283
60569,1665
54219,4282
78235,4281
50134,4281
75159,4281
80285,6261
37346,4284
83302,4282
59527,4283
25156,1665
27696,6421
8750,11458
83333,4282
8156,6167
49829,7214
78238,4281
29458,4284
2498,4314
78584,1665
22930,7759
1032,8882
26526,7214
77426,6261
68766,6300
13662,9784
31057,4290
25774,9687
59840,9687
62793,4520
52293,6261
16025,10483
11072,5166
32622,5166
23152,4289
18934,6261
16394,8882
25656,6261
58953,6261
58359,10483
39355,4290
10391,9687
8702,4824
43471,5196
17978,9687
76116,9687
57726,6261
17276,4290
79933,6554
56917,856
47879,4281
31012,771
75694,4281
57131,6554
34806,4281
40815,6554
34383,6554
77979,4281
26270,8045
51548,8007
25077,8007
61037,8045
82231,8651
10889,8007
14208,8002
57059,8007
91,8006
15518,8007
43919,8043
82153,4282
5112,8651
11813,8651
22706,8007
42948,8045
61217,8007
75561,6423
66788,4282
44747,4282
64485,4384
60202,4520
7898,4384
62505,1665
25260,4521
72042,4281
31104,4374
38054,1665
73977,1665
44977,6426
9594,6152
67122,1665
82573,4281
51856,4283
33331,4521
32855,4520
43618,4280
50656,562
51220,6426
61553,4281
29492,6423
44424,8056
82191,4521
82272,1665
10502,8056
74911,1665
67229,8056
74252,4521
61281,6957
73494,4281
55735,4281
48791,4284
74517,1665
71935,5539
49986,8056
59064,1665
48238,8056
63952,8056
51525,6426
33710,4280
69616,1226
6976,6160
55093,6426
66930,4520
79073,4520
54679,4280
35237,4282
44582,4280
69489,4280
36869,4520
73928,6423
47748,1665
33649,4280
7367,4282
26639,4282
52186,4280
56544,6426
16730,4280
16892,7214
38734,6254
13946,8056
491,659
64566,4282
9228,6254
24821,6152
15614,6423
40443,6152
1013,4546
40443,6152
63003,6542
36930,6542
35679,6152
56097,6152
13933,6152
2360,6379
68583,4267
2174,6542
40201,4267
74077,4284
21463,6205
53451,4284
13549,4284
1751,1381
73876,7228
9427,4284
64822,6418
44791,4284
23856,4284
620,4285
3331,6775
76562,6418
82,10177
80400,1665
70859,4281
78444,1665
46105,1665
58480,4281
67730,1665
69185,1665
79658,8056
65828,1665
73632,1665
71279,1665
71264,1665
66365,4281
67418,4385
61740,5928
58521,6806
41571,4385
77593,4385
40761,4385
52389,4385
2158,1151
37998,6341
25170,6341
4744,4385
69395,4385
22583,6806
76357,4385
35949,1483
2348,5239
80433,1665
2399,7845
7800,7845
80859,598
29623,531
6426,531
28979,10483
43909,5239
3859,9784
6668,7845
60027,6341
37659,6338
60424,877
6844,9494
31537,7086
15750,9389
18358,7086
19159,4432
23689,10630
16525,7086
54036,9494
67717,9467
11800,7086
4311,4551
29586,10630
78949,9494
58780,10578
2831,9494
184,10630
14345,9494
13884,9494
59841,9494
25601,7086
42413,9445
4446,9494
9817,10630
9143,7086
47474,1237
21176,1237
62366,6261
80064,6261
56202,811
58585,6261
8857,5447
40205,6261
30156,6261
19110,1019
12363,10642
81735,6261
28127,6261
50377,6261
31665,6261
51915,6426
24507,4512
14787,4512
60659,6426
17291,4512
23282,6261
57622,10952
8511,6426
11526,10952
71382,4512
54855,6261
76725,10717
20576,6261
22478,6261
63537,6261
57025,6261
70132,4520
36314,5539
46948,6261
67849,6261
66687,6261
63174,6261
32402,6261
62365,6261
41363,6261
43698,6261
65950,6261
53763,6261
23338,4280
21630,4281
72375,1665
56719,6261
57182,1665
45204,1665
44899,1665
60564,1665
68646,6261
39719,1665
62921,1665
66945,6261
50614,6261
26191,4520
37539,6261
75984,6261
32398,6261
60925,6261
82532,6261
76603,4280
39165,6261
6406,6426
71529,6261
67915,10810
43140,6426
29335,6261
82425,6261
76209,6261
30629,6261
77676,6261
63733,6261
29227,6261
66570,4284
50952,6261
27567,6261
51160,6261
55425,4284
23773,770
66534,6261
67074,6261
52616,6261
66602,6261
66573,4283
13801,6250
36413,11791
69568,1665
35345,11791
80894,4283
75664,6300
40293,4280
57205,4284
78963,1665
4934,11791
66773,562
27037,4551
22633,6404
36796,7583
5815,7645
2442,7636
17557,5335
6268,7645
3826,5335
5062,4551
68218,7820
6875,4312
31764,910
8446,11486
14160,5335
65751,562
44667,562
17117,5335
74143,7270
36372,7279
5426,6147
19740,7279
795,10275
46752,4267
28091,7279
59743,1825
37991,1123
27057,7270
3337,10275
56716,6736
49253,6261
21351,6261
68003,6261
16661,6736
72392,6261
54217,6261
16269,6736
54161,6261
78787,6261
23159,6736
76009,6426
52101,6736
47191,6261
54413,6261
75365,6261
27663,6261
1913,6361
4813,6361
11968,4322
38035,6361
15648,6361
64682,4322
5054,8198
7217,4322
4962,4322
38123,5289
76595,4526
85517,6361
1868,6361
71960,4284
47715,6952
9808,1665
84647,4281
84154,4282
59677,4281
44265,1665
46171,6736
50601,6426
59998,4281
74459,1665
26196,6183
67221,4284
71396,6261
49916,4520
13526,6244
78188,562
82997,6261
80258,4520
30640,4520
66653,6261
66991,4281
6600,5999
41691,6261
10230,770
77228,6261
44370,6952
73790,6183
79314,6952
81025,6183
61945,4281
48938,6183
73259,7146
65699,7146
64430,4284
48413,7146
76684,6261
54121,6261
58984,6952
51515,6183
79994,6183
45944,4281
72543,4282
83626,856
80049,856
67582,6952
36190,6241
63734,123
46705,123
77070,6261
61741,6261
84012,6261
19084,123
15543,6251
63062,6261
70646,6261
58986,4282
65192,6261
45928,123
37181,6251
73703,6246
21602,6438
21780,4284
68364,6426
57863,4281
74630,6255
36795,7210
9989,6246
26043,6246
13507,6247
48387,6426
25840,6261
68522,6261
78013,6261
74706,1665
61358,6261
76468,6261
48919,6261
59337,6261
23407,6261
62408,1665
78899,1665
39170,1665
58078,6261
78897,6261
65347,6261
83175,6261
72036,6261
44372,6261
29697,6261
41057,6261
68187,6261
69763,1665
57496,6261
67665,6261
80901,1665
70904,6261
79264,6261
64854,6736
52686,1665
22620,122
81545,6261
65256,6261
47050,1665
67612,6512
53893,6143
48299,6519
76944,1665
39107,6261
81199,6261
19533,8447
80995,6261
84572,1665
80833,5779
64287,6261
73448,4505
41843,6261
47823,6261
56669,4281
73327,6261
65118,6261
80901,1665
61647,6261
46389,6261
79694,6426
75682,4288
60823,6261
72541,4281
71960,4284
82293,6261
68647,6261
36004,4280
60747,4520
45173,4520
45890,562
45333,4520
50134,4281
78611,4281
