iid_target,iid_neighbors,ratings
449219372,449205029,1
440223016,679445102,1
1565073541,1565075722,1
1565073541,736908552,1
014027684X,395765315,1
446607339,068815090X,1
804111154,679419608,1
804111154,449000974,1
1556616120,1556611188,1
874869870,849916453,1
671753819,014005183X,1
684835355,684815672,1
553211587,553212710,1
553211587,553212567,1
843951141,843952083,1
553212060,553210106,1
842345523,842345507,1
871237954,871236117,1
380726815,380729725,1
671729896,671500864,1
64471098,60234954,1
226500578,226500667,1
048626968X,486266907,1
048626968X,486268756,1
048626968X,486277852,1
048626968X,486284824,1
048626968X,486275426,1
048626968X,486277860,1
048626968X,486266893,1
048626968X,486268780,1
048626968X,486275590,1
048626968X,486266826,1
048626968X,486284727,1
048626968X,486277828,1
048626968X,486268713,1
048626968X,486287475,1
048626968X,486268659,1
048626968X,486282147,1
048626968X,486272788,1
048626968X,486278085,1
048626968X,486287386,1
048626968X,486287319,1
048626968X,486287149,1
048626968X,486275442,1
048626968X,486266877,1
048626968X,486264726,1
048626968X,486272737,1
048626968X,486287297,1
048626968X,486282406,1
048626968X,486282228,1
048626968X,486266869,1
048626968X,486280578,1
048626968X,486287491,1
048626968X,486268772,1
048626968X,486268721,1
048626968X,486287734,1
048626968X,486268632,1
048626968X,486287262,1
048626968X,486282082,1
048626968X,486282015,1
048626968X,048628512X,1
048626968X,048626873X,1
048626968X,486277887,1
048626968X,486268675,1
671722654,074347712X,1
425097269,425188221,1
425097269,425050564,1
1566190932,140238212,1
1566190932,812523369,1
451521250,451527127,1
451521250,451524942,1
451521250,451524446,1
451521250,451522605,1
486270637,486270645,1
486270637,486270572,1
486270637,486264637,1
486270637,486287769,1
486270637,486272710,1
044900483X,345410394,1
044900483X,345423097,1
044900483X,345431057,1
044900483X,449002268,1
044900483X,449911446,1
044900483X,044900371X,1
044900483X,449912639,1
044900483X,449001016,1
044900483X,449911543,1
044900483X,345427025,1
044900483X,345439511,1
044900483X,345417186,1
044900483X,345436822,1
044900483X,345425537,1
044900483X,345409639,1
044900483X,345426606,1
044900483X,345441125,1
044900483X,345416422,1
044900483X,345417968,1
044900483X,449001504,1
044900483X,345434226,1
044900483X,345438167,1
044900483X,345416449,1
679422188,345386574,1
425164829,399142606,1
553214187,140187642,1
553214187,553210858,1
553214187,679741879,1
380726254,688143687,1
380726254,380730820,1
380726254,380732661,1
380726254,380726246,1
380726254,038073267X,1
931580242,931580579,1
689821867,689821875,1
517576988,385425074,1
688075665,515103012,1
312194390,345342755,1
451522923,451522346,1
451522923,451523814,1
451522923,451523512,1
140445587,140434062,1
140445587,014044694X,1
140445587,140434151,1
140445587,140275363,1
140445587,140434674,1
375708111,393046885,1
743234979,068486522X,1
140441077,140441409,1
140441077,140449159,1
140441077,140441638,1
1573225681,1573220183,1
684856603,067100042X,1
486266907,486268756,1
486266907,486277852,1
486266907,486298035,1
486266907,486284824,1
486266907,486275426,1
486266907,486277860,1
486266907,486266893,1
486266907,486268780,1
486266907,486275590,1
486266907,486266826,1
486266907,486284727,1
486266907,486277828,1
486266907,486268713,1
486266907,486287475,1
486266907,486268659,1
486266907,486282147,1
486266907,486272788,1
486266907,486278085,1
486266907,486287386,1
486266907,486287319,1
486266907,486287149,1
486266907,486275442,1
486266907,486266877,1
486266907,486272737,1
486266907,486287297,1
486266907,486282406,1
486266907,486282228,1
486266907,486266869,1
486266907,486280578,1
486266907,486287491,1
486266907,486268772,1
486266907,486268721,1
486266907,486287734,1
486266907,486268632,1
486266907,486287262,1
486266907,486282082,1
486266907,486282015,1
486266907,048628512X,1
486266907,048626873X,1
486266907,486277887,1
486266907,486268675,1
670886955,670030414,1
067975833X,679439781,1
786889624,786889632,1
786889624,786889950,1
671454056,671739786,1
671454056,671706764,1
671454056,671435604,1
553239813,553246461,1
553239813,394530152,1
671721755,671876236,1
345257162,345348656,1
345257162,345326032,1
684825457,684818434,1
345335651,345335511,1
345335651,345323890,1
067170561X,671743880,1
067170561X,671709704,1
067170561X,671882678,1
067170561X,671742906,1
067170561X,671794388,1
067170561X,671775715,1
067170561X,671760513,1
067170561X,671891510,1
067170561X,067179325X,1
067170561X,671704273,1
067170561X,671797476,1
067170561X,671521489,1
067170561X,671795678,1
067170561X,067179566X,1
067170561X,067177056X,1
067170561X,671894536,1
067170561X,671867296,1
067170561X,671792369,1
067170561X,671748084,1
067170561X,743467655,1
671894226,671894234,1
836220676,836220986,1
836220676,836220730,1
836220676,836218515,1
836220676,836211499,1
836220676,836220668,1
836220676,836220609,1
836220676,836220625,1
836220676,836212002,1
1853260096,1853260282,1
1853260096,185326086X,1
1853260096,1853260606,1
1853260096,1853260959,1
1853260096,185326010X,1
1853260096,1853260355,1
1853260096,1853262420,1
1853260096,1853260185,1
1853260096,1853260142,1
441007961,441007570,1
441007961,441007023,1
441007570,441007023,1
345319656,345296702,1
60096195,425184498,1
60509392,60509406,1
525946276,452283493,1
373250258,373250487,1
373250258,373250282,1
373250258,373250231,1
373250258,373250169,1
373250258,373250185,1
373250258,037325055X,1
373250258,373250495,1
373250258,373250606,1
373250258,373250347,1
373250258,373250541,1
373250258,373250312,1
373250258,373250576,1
373250258,373250436,1
373250258,037325038X,1
373250258,373250355,1
373250258,373250649,1
373250258,373250517,1
373250258,373250584,1
373250487,373250169,1
373250487,373250185,1
373250487,037325055X,1
373250487,373250495,1
373250487,373250606,1
373250487,373250347,1
373250487,373250541,1
373250487,373250576,1
373250487,373250436,1
373250487,037325038X,1
373250487,373250355,1
373250487,373250649,1
373250487,373250517,1
373250487,373250584,1
038071082X,688093698,1
515127485,679428887,1
609610031,451410742,1
684837226,068485368X,1
373250282,373250231,1
373250282,373250185,1
373250282,037325055X,1
373250282,373250312,1
373250282,373250576,1
380709163,380728060,1
380709163,380709597,1
380709163,380728052,1
380709163,380728044,1
345435257,345422589,1
345435257,345424646,1
553264931,055323370X,1
373706448,373706677,1
345435796,449911020,1
345450892,034544907X,1
373250231,373250185,1
373250231,373250312,1
373250231,373250320,1
068486441X,684864401,1
373117515,373116373,1
373117515,373115741,1
440222826,385316585,1
345388968,679400702,1
743222261,452283981,1
743222261,743202570,1
743222261,743236130,1
345453387,345465393,1
671526723,671526715,1
373250169,373250185,1
373250169,037325055X,1
373250169,373250495,1
373250169,373250606,1
373250169,373250347,1
373250169,373250541,1
373250169,373250576,1
373250169,373250436,1
373250169,037325038X,1
373250169,373250355,1
373250169,373250649,1
373250169,373250517,1
373250169,373250584,1
385488440,440224047,1
375706429,375406522,1
375706429,037540676X,1
1567312497,1567312500,1
1567312497,1567313736,1
1567312497,1573240397,1
1567312497,1573240109,1
452272734,525938370,1
758204175,758205511,1
758204175,758205937,1
758204175,758204280,1
758204175,758201346,1
758204175,758207743,1
767905199,767907809,1
670879045,140280464,1
553251473,553051024,1
62517317,688171478,1
62517317,62517465,1
743442628,074344261X,1
64407446,60281278,1
671015648,671881612,1
141439564,141439742,1
141439564,375757015,1
446520888,446673757,1
671521101,671867318,1
671521101,671681559,1
380690543,689852606,1
373250185,037325055X,1
373250185,373250495,1
373250185,373250606,1
373250185,373250347,1
373250185,373250541,1
373250185,373250312,1
373250185,373250576,1
373250185,373250436,1
373250185,037325038X,1
373250185,373250355,1
373250185,373250649,1
373250185,373250517,1
373250185,373250584,1
684835819,671004395,1
684804433,684176165,1
312270801,312252250,1
943233828,943233623,1
1567312500,1567313736,1
1567312500,1573240397,1
679752617,679736301,1
679764925,679445315,1
679770151,201626705,1
60185287,61031445,1
671556835,671644483,1
671556835,671621963,1
671556835,671644459,1
671556835,671743848,1
671556835,671644467,1
671556835,671729926,1
671556835,671621955,1
425109240,425081796,1
1558747141,1558744592,1
1558747141,155874715X,1
1558747141,1558745432,1
316120863,316890804,1
1558743790,1558744215,1
1558743790,1558744142,1
1558747966,1558746587,1
1558747966,1558743766,1
1558747966,757301002,1
1558747966,1558749217,1
439435242,439263271,1
671743686,671743694,1
006621016X,60086386,1
380975580,380793660,1
380975580,380976889,1
553213156,553269224,1
1573221260,1573227811,1
014027927X,452281636,1
60976497,60173084,1
380796104,380976188,1
764501801,764502611,1
764501801,764508938,1
399141855,515121487,1
310213975,310221595,1
1565075722,736908552,1
671794493,671794507,1
380978342,380812525,1
380975351,380793334,1
034531221X,394528956,1
1576738167,1576731863,1
60926201,60183489,1
451204123,451209540,1
451204123,451206878,1
451204123,451206096,1
451204123,739420909,1
394873416,394805666,1
394873416,039487336X,1
394873416,394891333,1
394873416,679804196,1
394873416,394873386,1
394873416,039483013X,1
394873416,394873351,1
394873416,679808485,1
394873416,679800913,1
394873416,394873319,1
394873416,039489748X,1
394873416,394873378,1
394873416,679808477,1
764222120,764222112,1
764222120,764222392,1
764222120,764222244,1
764222112,764222392,1
764222112,764222244,1
394872177,394848365,1
394872177,067988744X,1
394872177,394865707,1
394872177,394873386,1
394872177,394848373,1
394872177,679808485,1
394872177,067987707X,1
394872177,394859170,1
394872177,394873378,1
394872177,679808477,1
679824111,590623524,1
679824111,679863710,1
679824111,679863729,1
64440591,64440214,1
64440591,64440206,1
590543385,590629743,1
590543385,590485857,1
590543385,590865986,1
1565121570,452279186,1
1558533311,1558531564,1
1558533311,1558531491,1
679732187,067973225X,1
679732187,679732268,1
140344438,590407252,1
140344438,590423169,1
486273008,486270890,1
486273008,486286320,1
486273008,486283526,1
486273008,486270815,1
373483503,373483902,1
380785757,380785714,1
380785757,380815346,1
380785757,380809273,1
380785757,380776170,1
380785757,380800829,1
380785757,380800810,1
380785757,380785722,1
380785757,038080591X,1
380785757,380808013,1
380785757,380797100,1
380785757,380795817,1
380785714,380815346,1
380785714,380809273,1
380785714,380776170,1
380785714,380800829,1
380785714,380800810,1
380785714,380785722,1
380785714,038080591X,1
380785714,380808013,1
380785714,380797100,1
380785714,380795817,1
812544420,671016970,1
373270976,373073739,1
812571762,312863233,1
451160916,451169514,1
451160916,451193881,1
451160916,451150325,1
807510092,807534137,1
807510092,807552933,1
807510092,807553913,1
807510092,807592072,1
141312424,141312351,1
141312424,141312416,1
842329250,842329153,1
807281859,044041833X,1
807281859,440238145,1
807281859,375802118,1
140011749,140009345,1
8401491029,840147468X,1
8401491029,8401474663,1
8432206008,8432206237,1
8432206008,8432206768,1
804116571,080411840X,1
345414365,345426754,1
141311096,590605135,1
553573314,553380966,1
553562614,344223686X,1
553095145,553573268,1
452282438,1565122763,1
679755624,140247300,1
679723692,679725768,1
679723692,039475591X,1
679723692,394757521,1
679723692,679722920,1
609608738,609809636,1
345410394,345423097,1
345410394,345431057,1
345410394,449002268,1
345410394,449911446,1
345410394,044900371X,1
345410394,449912639,1
345410394,449001016,1
345410394,449911543,1
345410394,345427025,1
345410394,345439511,1
345410394,345417186,1
345410394,345436822,1
345410394,345425537,1
345410394,345409639,1
345410394,345426606,1
345410394,345441125,1
345410394,345416422,1
345410394,345417968,1
345410394,449001504,1
345410394,345434226,1
345410394,345438167,1
345410394,345416449,1
679416730,804110972,1
679416730,679401350,1
380729768,380729741,1
66209463,60934905,1
684867826,684832925,1
684867826,684853736,1
60984333,60977744,1
60984333,60183578,1
375503315,449006581,1
393956539,393957608,1
393956539,393955524,1
375726012,375411682,1
375726012,375726616,1
812968131,081296814X,1
812968131,345434870,1
345423097,345431057,1
345423097,449002268,1
345423097,449911446,1
345423097,044900371X,1
345423097,449912639,1
345423097,449001016,1
345423097,449911543,1
345423097,345427025,1
345423097,345439511,1
345423097,345417186,1
345423097,345436822,1
345423097,345425537,1
345423097,345409639,1
345423097,345426606,1
345423097,345441125,1
345423097,345416422,1
345423097,345417968,1
345423097,449001504,1
345423097,345434226,1
345423097,345438167,1
345423097,345416449,1
743411358,743411374,1
425176487,515120898,1
425176487,679449728,1
671441981,671648896,1
671441981,671601067,1
812548051,312857055,1
812548051,765300273,1
688143687,688143695,1
394501691,345336895,1
1551669196,1551669390,1
140088393,014010304X,1
140088393,140075569,1
140088393,140254900,1
014010304X,140075569,1
014010304X,140254900,1
156970902,156027496,1
345292340,345320328,1
373169841,373169744,1
373169841,373169523,1
380818078,380818043,1
380818078,380818035,1
380818078,038081806X,1
380818078,380789345,1
380818078,380785722,1
380818078,60541741,1
380818078,60092130,1
380818078,038080803X,1
380818078,380817411,1
380818078,380815230,1
380818078,60565411,1
380818078,380816520,1
380818078,380820900,1
380818078,380815249,1
380818078,60082895,1
373288816,373288506,1
373288816,037328893X,1
373706898,373708246,1
380815346,380809273,1
380815346,380776170,1
380815346,380800829,1
380815346,380800810,1
380815346,380785722,1
380815346,380820900,1
380815346,038080591X,1
380815346,380808013,1
380815346,380797100,1
380815346,380795817,1
373096828,373097549,1
373096828,373097441,1
373096828,373097743,1
373096828,373244282,1
067178577X,671036009,1
373168411,373168624,1
373169493,373169736,1
373169493,373169450,1
373168748,373169825,1
373118775,373118651,1
373118775,373118716,1
373169779,373169868,1
373169779,373169817,1
373169736,373169450,1
373115113,373116047,1
373115113,373117213,1
373115113,373106300,1
373115113,373114109,1
373115113,373115199,1
037316968X,373037724,1
037316968X,037375003X,1
373168705,373168624,1
373169868,373169817,1
373706871,373707886,1
373706871,373706782,1
440211352,440206251,1
037329011X,373290632,1
671019147,671019201,1
037310667X,373106556,1
037310667X,373106335,1
037310667X,373108338,1
373116373,373115741,1
373291205,373290721,1
671047574,671047493,1
037328926X,373290098,1
037328926X,373291167,1
037328926X,373289804,1
037328926X,373290764,1
373118651,373118716,1
373288212,373288948,1
373098847,373098782,1
373075367,373075774,1
037307638X,373074565,1
037307638X,373076738,1
037307638X,373076819,1
037307638X,373075294,1
037307638X,373074409,1
037307638X,373074328,1
373707002,373707878,1
373290055,373289561,1
373167520,373166788,1
373167520,373167040,1
373288506,037328893X,1
373790538,373790546,1
373224915,373223870,1
373105401,373105231,1
373105401,373105487,1
441007147,441006167,1
671032569,671032577,1
671032569,671032550,1
671032569,671034774,1
671032569,671032585,1
671032569,671034782,1
743410645,671013971,1
743410645,671042432,1
743410645,671042394,1
743410645,671042408,1
743410645,743418581,1
743410645,671042386,1
373291183,373290446,1
038076864X,380770369,1
038076864X,380772906,1
038076864X,380768666,1
038076864X,380779846,1
038076864X,380771578,1
373289421,037328912X,1
373165811,373166893,1
786005416,786005181,1
553233688,553278819,1
553233688,553253204,1
553233688,553247670,1
553233688,553252755,1
553233688,553280988,1
037329056X,373289855,1
037329056X,373289251,1
345446100,345428714,1
345446100,345428641,1
312964250,312968329,1
312964250,312966709,1
312964250,312963602,1
312964250,312960948,1
312964250,312963971,1
312964250,312964846,1
312964250,312962916,1
446400580,446403008,1
446400580,446400181,1
446400580,446400009,1
446400580,446403016,1
446400580,446403636,1
671008803,067152609X,1
671008803,671551310,1
671008803,671551329,1
671008803,671520369,1
671008803,671008846,1
886776244,886776651,1
743412419,743400372,1
743412419,743400364,1
743412419,743427327,1
743412419,074342736X,1
743412419,743427343,1
340693096,340748583,1
3453146972,3548310702,1
3453146972,3548224911,1
152020683,152020764,1
767901843,1885167180,1
671020110,067173976X,1
671020110,671435604,1
140445285,140088172,1
60171928,1883473004,1
515035084,515099279,1
345409876,345377443,1
375757295,375761225,1
375757295,679642579,1
375757295,037575931X,1
375757295,375757902,1
375757295,812970667,1
375757295,375759069,1
375757295,375757813,1
375757295,037575718X,1
375757295,375757015,1
375757295,375760105,1
425183971,042517140X,1
425183971,425168131,1
425183971,425150984,1
067973225X,679732268,1
894803204,089480619X,1
894803204,894806319,1
486270521,486275507,1
486270521,486268780,1
486270521,486280551,1
486270521,486268713,1
486270521,486278085,1
486270521,486272842,1
486270521,486272737,1
486270521,486287297,1
486270521,486266850,1
486270521,486266869,1
486270521,486280578,1
486270521,486285170,1
486270521,486268632,1
486270521,048626873X,1
486270521,486277887,1
449200248,449911624,1
684818981,743201485,1
068482499X,684833638,1
441007813,441006841,1
804002800,671871390,1
446609048,446606677,1
380790947,380974495,1
441005748,441005241,1
786808012,786819146,1
786808012,786808551,1
786808012,786817879,1
786808012,786814934,1
385285019,385319258,1
385285019,440043182,1
380802317,380796384,1
380802317,380781441,1
821771418,082177140X,1
380795736,380795760,1
451526120,451527623,1
451526120,451527666,1
451526120,1853262102,1
451526120,451526910,1
451526120,375753206,1
451526120,451527607,1
451526120,451527534,1
451526120,451527704,1
451526120,451523660,1
449215024,449148246,1
449215024,449003299,1
449215024,449148394,1
449215024,449213730,1
449215024,380732661,1
449215024,038073267X,1
449215024,380724979,1
449215024,688143695,1
449215024,044900323X,1
425176088,425176363,1
451170113,451139771,1
451170113,385129912,1
812551486,812548094,1
812551486,812551494,1
081257639X,765340747,1
081257639X,312867867,1
61007153,671456865,1
451525884,451519167,1
451525884,893756113,1
451525884,451520750,1
034539092X,553024248,1
034539092X,60502304,1
034539092X,440130999,1
886776554,886775795,1
886776554,886775507,1
2243776,006092926X,1
743442245,451410297,1
758203888,075820390X,1
451208846,052594639X,1
767915593,767912241,1
330482076,330418149,1
60294655,60294671,1
60294655,60096071,1
679723161,679723412,1
345447212,345439244,1
345447212,345458303,1
345447212,345450914,1
345447212,345439112,1
345447212,345441613,1
345447212,345440005,1
345447212,034544907X,1
345447212,034543773X,1
345447212,345447654,1
345447212,034544017X,1
345447212,345445759,1
345447212,345440838,1
345447212,345457374,1
345447212,345447549,1
345447212,345451295,1
767902041,767902025,1
143033603,618189270,1
340728256,156027402,1
340728256,151007217,1
679455116,067978120X,1
1552782395,1552782964,1
345417941,068803036X,1
345417941,553196480,1
684865726,684849216,1
1569471169,939149354,1
385333706,385333692,1
802137849,871138026,1
312267568,312203764,1
684850273,684850265,1
1573227749,1573221090,1
1573227749,1573227978,1
312144504,312132204,1
312144504,312157010,1
312144504,031226416X,1
312144504,312206860,1
312144504,312078889,1
671726730,671883658,1
067944999X,380731479,1
61099058,60161701,1
486268756,486277852,1
486268756,486284824,1
486268756,486275426,1
486268756,486277860,1
486268756,486266893,1
486268756,486268780,1
486268756,486275590,1
486268756,486266826,1
486268756,486284727,1
486268756,486277828,1
486268756,486268713,1
486268756,486287475,1
486268756,486268659,1
486268756,486282147,1
486268756,486272788,1
486268756,486278085,1
486268756,486287386,1
486268756,486287319,1
486268756,486287149,1
486268756,486275442,1
486268756,486266877,1
486268756,486272737,1
486268756,486287297,1
486268756,486282406,1
486268756,486282228,1
486268756,486266850,1
486268756,486266869,1
486268756,486280578,1
486268756,486287491,1
486268756,486268772,1
486268756,486268721,1
486268756,486287734,1
486268756,486268632,1
486268756,486287262,1
486268756,486282414,1
486268756,486282082,1
486268756,486282015,1
486268756,048628512X,1
486268756,048626873X,1
486268756,486287440,1
486268756,486277887,1
486268756,486268675,1
486270645,486270572,1
486270645,486270696,1
486270645,486290638,1
486270645,486275469,1
486270645,486272710,1
380714752,380728850,1
042519485X,425197484,1
380786761,380807068,1
380786761,380973049,1
451174976,451181328,1
425164101,042515761X,1
553580256,553572350,1
553580256,553572369,1
553580256,553572377,1
345362497,345362470,1
345362497,345362489,1
786868104,078688813X,1
679720227,679720219,1
679720227,679760229,1
452282276,068486892X,1
006440031X,64400034,1
006440031X,64400085,1
006440031X,64400069,1
006440031X,64400050,1
374453071,374453063,1
380725231,671881884,1
380725231,60735430,1
380800780,380778785,1
380800780,380762951,1
380800780,380769336,1
380800780,380762978,1
380800780,380800799,1
380800780,038076296X,1
380800780,380785188,1
380800780,380778793,1
440944597,440210917,1
440944597,044090580X,1
045120834X,451205480,1
045120834X,045121210X,1
886774616,886776430,1
886774616,886777119,1
886774616,886775302,1
886774616,886774713,1
886774616,886775752,1
886774616,886776511,1
886774616,886775914,1
886774616,886775132,1
886774616,886775582,1
886774616,886776813,1
61080969,006108199X,1
61080969,61043966,1
61080969,61082007,1
61080969,61044539,1
61080969,61043958,1
553562835,385426151,1
553572350,553572369,1
553572350,553572377,1
61096105,60187468,1
688120202,60976446,1
1551668459,1551666510,1
345422473,345409574,1
345422473,345404920,1
394578074,345367081,1
836220986,836220730,1
836220986,836218515,1
836220986,836211499,1
836220986,836220668,1
836220986,836220609,1
836220986,836220625,1
836220986,836212002,1
836220730,836218515,1
836220730,836211499,1
836220730,836220668,1
836220730,836220609,1
836220730,836220625,1
836220730,836212002,1
345326342,345331184,1
345326342,345392876,1
345326342,345320131,1
345326342,345347250,1
345326342,345353889,1
345326342,345320107,1
345326342,345351584,1
811801802,811831620,1
811801802,877017883,1
811801802,081183140X,1
451167872,451180550,1
451167872,451169557,1
451167872,451172310,1
451167872,451180836,1
451167872,451180828,1
345377702,679400516,1
684844001,684857170,1
803709773,451173228,1
076790849X,767908481,1
894861611,866835016,1
60977744,60930845,1
553251996,860686736,1
553251996,394405455,1
671563076,671521705,1
60964065,60964057,1
425166422,425178889,1
425166422,425176134,1
425166422,425182762,1
425166422,425172619,1
380778785,380762951,1
380778785,380769336,1
380778785,380762978,1
380778785,380800799,1
380778785,038076296X,1
380778785,380785188,1
380778785,380778793,1
802115454,802115160,1
802115454,802115640,1
140148450,670829390,1
435905554,435908308,1
031242258X,312269218,1
031242258X,312422202,1
60924926,60924845,1
60924926,60924810,1
60924926,60924837,1
525934197,452269814,1
590213113,590213105,1
151006040,156027348,1
517093650,087226209X,1
671041444,671041452,1
590981811,525443959,1
380818973,60557117,1
1573229628,039568093X,1
525936327,452272319,1
140328696,553150979,1
140328696,553154540,1
140328696,394810112,1
140328696,553244787,1
156028778,1841953237,1
375826688,375926682,1
451196856,670878847,1
446351709,446673781,1
684853779,684853787,1
553150979,553154540,1
553150979,394810112,1
553150979,553244787,1
385315511,385315546,1
375502025,375503943,1
307001040,307030717,1
307001040,307101401,1
307001040,307302008,1
307001040,307001350,1
307001040,307004627,1
307001040,307046117,1
307001040,307302202,1
307001040,307105563,1
307001040,307115402,1
307030717,307001350,1
307988384,307987981,1
307010945,307004562,1
618164723,618380604,1
61096164,60187840,1
60812451,60916087,1
312167989,312171943,1
345440145,345440137,1
66211662,60936460,1
553574086,553100742,1
553568779,380714868,1
553568779,553293915,1
61097489,61012203,1
892965711,380564734,1
892965711,892966572,1
892965711,446403326,1
671003364,671003356,1
671003364,671014986,1
380714868,380711877,1
380714868,553293915,1
345375351,034537536X,1
446515868,446602485,1
446523186,446519839,1
446523186,446607398,1
399144927,515128821,1
425158608,425163393,1
380728168,688147755,1
068480297X,399145885,1
671875817,671875809,1
553575260,553575287,1
553092650,553576089,1
553264680,156865233X,1
553264680,553265636,1
553264680,375417192,1
451191951,517703394,1
345389409,345419642,1
743201957,074340615X,1
446667900,316154075,1
380730820,380732661,1
380730820,380726246,1
380730820,038073267X,1
446604232,446519782,1
446604232,446527033,1
805208488,805210407,1
525939695,451197399,1
446527912,446610933,1
446403237,892964456,1
446604062,446400807,1
446604062,446612979,1
446604062,446404241,1
446604062,892965681,1
449223132,449242595,1
373710240,373711697,1
037371033X,373710933,1
037371033X,373710569,1
037371033X,373711727,1
373709870,373711956,1
373709870,373711581,1
373217242,373218095,1
373217242,373217307,1
373217242,373217315,1
373217242,373484844,1
373217242,373484925,1
373217242,373484631,1
425067858,425174727,1
425067858,425093255,1
425067858,425103633,1
425067858,425129608,1
425067858,425175456,1
425067858,042506803X,1
425067858,425091805,1
425067858,425098540,1
425067858,425173909,1
425067858,425130258,1
425067858,425067823,1
425067858,425104354,1
425067858,042506784X,1
425067858,425105679,1
425067858,425098532,1
425067858,425175472,1
425067858,425173739,1
425067858,425103536,1
553560980,553562622,1
553560980,553560670,1
553560980,553562630,1
425174727,425103633,1
425174727,425129608,1
425174727,425175456,1
425174727,042506803X,1
425174727,425098540,1
425174727,425173909,1
425174727,425177416,1
425174727,425067823,1
425174727,425104354,1
425174727,042506784X,1
425174727,425105679,1
425174727,425098532,1
425174727,425173895,1
425174727,425175464,1
425174727,425173739,1
425174727,425103536,1
425174727,425130266,1
740721984,740728946,1
312968329,312966709,1
312968329,312963602,1
380784491,380780879,1
380784491,380780860,1
380784491,380784505,1
1878067125,888947216,1
812514300,812509498,1
740704567,836210255,1
553581058,553577808,1
393325172,393324761,1
140119507,140299939,1
140119507,140092862,1
140119507,140299963,1
140299939,140092862,1
140299939,140122060,1
140299939,140119795,1
140299939,140130209,1
140299939,140115854,1
140299939,140086838,1
140299939,140119485,1
140299939,140144080,1
140299939,140131671,1
140299939,140084428,1
140299939,140088946,1
140299939,140299963,1
140299939,140084975,1
140299939,140172270,1
140092862,140299963,1
312313810,312313829,1
618219153,618095012,1
679722769,679723439,1
679722769,679729267,1
679722769,067972544X,1
380780879,380780860,1
380780879,380784505,1
380728257,380725355,1
525946578,452284457,1
380978415,006055679X,1
345326490,671695886,1
812561864,312866348,1
399149562,515136352,1
684853043,684853035,1
312966709,312963602,1
312966709,312960948,1
312966709,312963971,1
312966709,312964846,1
312966709,312962916,1
380780860,380784505,1
449004279,449912639,1
449004279,449912809,1
553261096,553237217,1
553261096,553248138,1
812574745,812574737,1
380816547,60735449,1
380816547,038097505X,1
151003378,015601288X,1
142000892,670910260,1
142000892,142002712,1
553575295,553575287,1
679729771,394556550,1
66212545,60936789,1
312282060,312984979,1
312282060,312282117,1
451186346,451180755,1
451186346,451180747,1
451186346,451184262,1
394747232,679406417,1
61092002,61091995,1
61092002,60179473,1
553234978,553277766,1
553234978,553277804,1
553234978,553249851,1
312951469,312070691,1
312969880,312975708,1
66214440,60938099,1
553575279,553581627,1
312198493,312971125,1
553261940,553258125,1
055325295X,553251309,1
055325295X,553247166,1
553251309,553247166,1
067164257X,671640453,1
067164257X,671648144,1
067164257X,671648136,1
067164257X,671682881,1
067164257X,671682911,1
067164257X,067168289X,1
067164257X,671648152,1
067164257X,671682873,1
067164257X,671682903,1
671656570,671606867,1
671640453,671670662,1
671640453,671648144,1
671640453,671462970,1
671640453,671648136,1
671640453,671682881,1
671640453,671682911,1
671640453,067168289X,1
671640453,671606840,1
671640453,671648152,1
671640453,671682873,1
671640453,671682903,1
671640453,671682857,1
006103004X,1891620088,1
553211765,812505069,1
553211765,1853260398,1
553211765,140373365,1
451403754,451403657,1
451403754,451405013,1
451403754,451405668,1
451403754,451405455,1
385499825,767905318,1
1558744592,155874715X,1
1558744592,1558745432,1
1558744592,1558749780,1
1558744592,1558743324,1
1558744592,1558748946,1
446610674,316800775,1
553288105,553286285,1
055326981X,553111639,1
082177462X,1575667630,1
60925582,60169230,1
811831620,877017883,1
811831620,081183140X,1
886776430,886778336,1
886776430,886775302,1
886776430,886774713,1
886776430,886775752,1
886776430,886776511,1
886776430,886775914,1
886776430,886775132,1
886776430,886775582,1
886776430,886776813,1
886776430,886778514,1
553564935,553270540,1
345338715,345300785,1
015640057X,151400032,1
451205235,670894915,1
804120021,804120013,1
316896586,316735647,1
689860064,689860250,1
689860064,689860242,1
937295353,937295337,1
937295353,1562470310,1
1562470078,937295132,1
1562470078,156247037X,1
1562470078,1562470345,1
1562470078,937295108,1
1562470078,1562475177,1
451524381,451521331,1
451524381,451524446,1
451524381,451526864,1
449911438,91833396,1
836217012,836217179,1
836217012,836204255,1
140447954,014044176X,1
446600660,679419810,1
1573220485,1573221090,1
1573220485,1573227978,1
679772936,375706623,1
312194404,312167792,1
380814110,380978490,1
679762108,679731946,1
679762108,679759263,1
679762108,679736328,1
679762108,679736301,1
679762108,679743081,1
679762108,394743253,1
553072455,553373153,1
761513116,1559580968,1
679731946,679759263,1
679731946,679736328,1
679731946,679736301,1
679731946,679743081,1
671047426,345416325,1
671047426,671047442,1
671047426,684850613,1
451202112,1557043981,1
449221431,449213358,1
449221431,449223450,1
449221431,449221873,1
449221431,449217493,1
449221431,449214192,1
449221431,449210928,1
449221431,449211479,1
449221431,679401334,1
140186832,140042210,1
140186832,140282734,1
140186832,451525442,1
140186832,553214047,1
140186832,142437344,1
670839809,671501488,1
679426612,034539044X,1
679426612,034542252X,1
044990542X,449222489,1
140109595,140131671,1
140109595,140156046,1
140109595,014014904X,1
140109595,140112456,1
